seq,time_sent,time_received,delay(offset=-483166106750),payload_bytes
0,1757857985522109300,1.7578575023596e+18,3597568.0,1037
1,1757857985547566400,1.75785750238481e+18,3350272.0,1037
2,1757857985572548500,1.757857502409894e+18,3451904.0,1037
3,1757857985597208300,1.757857502434698e+18,3596288.0,1037
4,1757857985622910800,1.757857502460351e+18,3546880.0,1037
5,1757857985647174900,1.75785750248493e+18,3861760.0,1037
6,1757857985672205400,1.757857502509711e+18,3612416.0,1037
7,1757857985697558800,1.757857502534886e+18,3433728.0,1037
8,1757857985722515400,1.757857502559779e+18,3370240.0,1037
9,1757857985747722200,1.75785750258508e+18,3464448.0,1037
10,1757857985772576300,1.75785750260972e+18,3250432.0,1038
11,1757857985797538900,1.75785750263471e+18,3277824.0,1038
12,1757857985822635500,1.757857502659756e+18,3227136.0,1038
13,1757857985847883400,1.757857502685187e+18,3410176.0,1038
14,1757857985872347600,1.757857502709638e+18,3396864.0,1038
15,1757857985897173900,1.757857502734489e+18,3421696.0,1038
16,1757857985922613900,1.757857502759859e+18,3351552.0,1038
17,1757857985947392700,1.757857502784637e+18,3350784.0,1038
18,1757857985972704000,1.75785750280999e+18,3392512.0,1038
19,1757857985997904200,1.757857502835472e+18,3674368.0,1038
20,1757857986022617500,1.757857502859977e+18,3465984.0,1038
21,1757857986047509700,1.757857502884856e+18,3452928.0,1038
22,1757857986072869900,1.757857502909884e+18,3120640.0,1038
23,1757857986097463100,1.757857502935184e+18,3827456.0,1038
24,1757857986122694200,1.757857502960474e+18,3886592.0,1038
25,1757857986147642000,1.757857502985735e+18,4199424.0,1038
26,1757857986172411800,1.757857503009948e+18,3642624.0,1038
27,1757857986197827000,1.757857503035001e+18,3280640.0,1038
28,1757857986222741600,1.757857503060031e+18,3396096.0,1038
29,1757857986247463800,1.757857503084747e+18,3389952.0,1038
30,1757857986272190200,1.757857503109541e+18,3457536.0,1038
31,1757857986297400000,1.757857503134499e+18,3205632.0,1038
32,1757857986322422800,1.757857503160036e+18,3719936.0,1038
33,1757857986347294700,1.757857503184533e+18,3344896.0,1038
34,1757857986372591100,1.757857503210156e+18,3671552.0,1038
35,1757857986397175800,1.757857503234301e+18,3231744.0,1038
36,1757857986422311100,1.757857503259698e+18,3493376.0,1038
37,1757857986447319600,1.757857503284604e+18,3390976.0,1038
38,1757857986472337800,1.757857503309719e+18,3487744.0,1038
39,1757857986497650000,1.757857503334697e+18,3153664.0,1038
40,1757857986522610800,1.757857503361223e+18,4718848.0,1038
41,1757857986547616400,1.757857503384874e+18,3364096.0,1038
42,1757857986572626900,1.757857503409985e+18,3464704.0,1038
43,1757857986597199500,1.757857503434526e+18,3432960.0,1038
44,1757857986622852700,1.757857503460186e+18,3440128.0,1038
45,1757857986647175000,1.757857503484678e+18,3609600.0,1038
46,1757857986672778900,1.757857503510179e+18,3506688.0,1038
47,1757857986697603500,1.757857503535418e+18,3921152.0,1038
48,1757857986722390600,1.757857503560266e+18,3982080.0,1038
49,1757857986747386700,1.757857503584678e+18,3397888.0,1038
