"# label=wifi, interval_ms=100, payload_bytes=64
"
seq,time_sent,time_received,OWD,payload_bytes
0,1757511401580327936.000000000,1757511401580492032.000000000,164096.000,111
1,1757511401684194048.000000000,1757511401684301056.000000000,107008.000,111
2,1757511401785364992.000000000,1757511401785609984.000000000,244992.000,111
3,1757511401885370880.000000000,1757511401885644032.000000000,273152.000,111
4,1757511401985370112.000000000,1757511401985573120.000000000,203008.000,111
5,1757511402085371904.000000000,1757511402085625088.000000000,253184.000,111
6,1757511402184186112.000000000,1757511402184410112.000000000,224000.000,111
7,1757511402285454080.000000000,1757511402285703936.000000000,249856.000,111
8,1757511402385360896.000000000,1757511402385544960.000000000,184064.000,111
9,1757511402484203008.000000000,1757511402484439040.000000000,236032.000,111
10,1757511402585349888.000000000,1757511402585460992.000000000,111104.000,112
11,1757511402684205056.000000000,1757511402684359936.000000000,154880.000,112
12,1757511402785381120.000000000,1757511402785523968.000000000,142848.000,112
13,1757511402884195072.000000000,1757511402884418048.000000000,222976.000,112
14,1757511402984197120.000000000,1757511402984422912.000000000,225792.000,112
15,1757511403084193024.000000000,1757511403084408064.000000000,215040.000,112
16,1757511403185371904.000000000,1757511403185640960.000000000,269056.000,112
17,1757511403284272128.000000000,1757511403284474880.000000000,202752.000,112
18,1757511403381808128.000000000,1757511403381979904.000000000,171776.000,112
19,1757511403484270080.000000000,1757511403484461056.000000000,190976.000,112
20,1757511403585363968.000000000,1757511403585547008.000000000,183040.000,112
21,1757511403684280064.000000000,1757511403684562944.000000000,282880.000,112
22,1757511403785358080.000000000,1757511403785545984.000000000,187904.000,112
23,1757511403885368064.000000000,1757511403885562112.000000000,194048.000,112
24,1757511403985362944.000000000,1757511403985563904.000000000,200960.000,112
25,1757511404085360128.000000000,1757511404085576960.000000000,216832.000,112
26,1757511404185357056.000000000,1757511404185554944.000000000,197888.000,112
27,1757511404285360896.000000000,1757511404285519872.000000000,158976.000,112
28,1757511404385358080.000000000,1757511404385549056.000000000,190976.000,112
29,1757511404484272896.000000000,1757511404484503040.000000000,230144.000,112
30,1757511404585361920.000000000,1757511404585564928.000000000,203008.000,112
31,1757511404685360128.000000000,1757511404685552896.000000000,192768.000,112
32,1757511404784051968.000000000,1757511404784250880.000000000,198912.000,112
33,1757511404885356032.000000000,1757511404885545984.000000000,189952.000,112
34,1757511404985362944.000000000,1757511404985558016.000000000,195072.000,112
35,1757511405085361920.000000000,1757511405085563904.000000000,201984.000,112
36,1757511405181554944.000000000,1757511405181754880.000000000,199936.000,112
37,1757511405285355008.000000000,1757511405285545984.000000000,190976.000,112
38,1757511405385355008.000000000,1757511405385537024.000000000,182016.000,112
39,1757511405485357056.000000000,1757511405485538048.000000000,180992.000,112
40,1757511405585359104.000000000,1757511405585497088.000000000,137984.000,112
41,1757511405685357056.000000000,1757511405685499904.000000000,142848.000,112
42,1757511405785369088.000000000,1757511405785539072.000000000,169984.000,112
43,1757511405885135104.000000000,1757511405885324032.000000000,188928.000,112
44,1757511405985360896.000000000,1757511405985517056.000000000,156160.000,112
45,1757511406085366016.000000000,1757511406085569024.000000000,203008.000,112
46,1757511406185123072.000000000,1757511406185329920.000000000,206848.000,112
47,1757511406285356032.000000000,1757511406285541888.000000000,185856.000,112
48,1757511406385359104.000000000,1757511406385542912.000000000,183808.000,112
49,1757511406485352960.000000000,1757511406485533952.000000000,180992.000,112
